StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,vote2020,Q22,biden_approve_f_1,trump_approve_f_1,avg_f_1,optimism_f_1,unite_f_1,covid_f_1,attention_f,your_yard_f_1,neighbor_yard_f,Q23,biden_approve_nf_1,trump_approve_nf_1,avg_nf_1,optimism_nf_1,unite_nf_1,covid_nf_1,attention_nf,your_yard_nf_1,neighbor_yard_nf,Source Study
3/19/2021 12:25,3/19/2021 12:27,0,140.186.4.110,100,119,1,3/19/2021 12:27,R_3FQcR7MhhNexkZ0,,,,,47.89770508,-97.03939819,anonymous,EN,5dd6f563270f44688d3cd745,2,The flag represents those who have died and all the struggles we have faced to make our country the best it is.,9,10,7,6,7,7,2021,2,3,,,,,,,,,,,0
3/19/2021 12:26,3/19/2021 12:27,0,73.26.202.35,100,102,1,3/19/2021 12:27,R_PCff4pWphM6PcIh,,,,,35.0776062,-106.1872025,anonymous,EN,5dc1cd625fd2031344dfe43d,2,,,,,,,,,,,"muesli, coffee with whole milk /",10,0,8,8,9,10,2021,10,2,0
3/19/2021 12:24,3/19/2021 12:28,0,130.45.110.90,100,185,1,3/19/2021 12:28,R_1mV5BMQ1pIVVcWo,,,,,31.50950623,-97.2303009,anonymous,EN,5fda4853a24ce343bba58456,2,,,,,,,,,,,"Bacon, eggs and waffles.",0,9,0,0,0,1,2021,7,2,0
3/19/2021 12:27,3/19/2021 12:28,0,71.121.252.30,100,74,1,3/19/2021 12:28,R_2fUqWb0WzNOrBVD,,,,,39.27259827,-76.86139679,anonymous,EN,5f6587e7fb48d8109d6dc16f,2,,,,,,,,,,,Apple,1,8,5,2,4,4,2021,4,2,0
3/19/2021 12:28,3/19/2021 12:29,0,174.233.1.146,100,66,1,3/19/2021 12:29,R_25u9v7aFleDCMHA,,,,,39.80259705,-84.01540375,anonymous,EN,6044051ef235ef46052ab305,2,,,,,,,,,,,Biscuits and gravy and bacon,0,8,0,0,0,0,2021,3,2,0
3/19/2021 12:28,3/19/2021 12:29,0,192.158.223.97,100,77,1,3/19/2021 12:29,R_1F4UZ0Rfv4GpIdw,,,,,39.56970215,-79.63700104,anonymous,EN,5fa58219971cf40672951039,2,The US flag represents our history as a country,0,10,0,0,0,5,2021,0,2,,,,,,,,,,,0
3/19/2021 12:26,3/19/2021 12:29,0,96.248.8.244,100,170,1,3/19/2021 12:29,R_1gi355sj8wh3IuW,,,,,37.51570129,-77.27580261,anonymous,EN,5f18ff404f90fe1473c2e3b6,2,It’s a symbol of the U.S. and the freedoms it affords more so than most or all other countries,1,7,4,0,5,4,2021,10,2,,,,,,,,,,,0
3/19/2021 12:28,3/19/2021 12:30,0,108.29.146.73,100,143,1,3/19/2021 12:30,R_PIiuX3Nz9KNudtn,,,,,40.71229553,-73.79850006,anonymous,EN,5f480c726bf20b290a8e4bc3,2,A better life for people and freedom to become whatever you want,0,8,0,0,0,0,2021,0,3,,,,,,,,,,,0
3/19/2021 12:29,3/19/2021 12:30,0,104.8.61.43,100,105,1,3/19/2021 12:30,R_3KoV2HJr6VUI4a9,,,,,34.85040283,-92.4088974,anonymous,EN,5e164581049d60000e851982,2,"It represents Freedom, Glory and the American Spirit",0,9,0,0,0,0,2021,8,2,,,,,,,,,,,0
3/19/2021 12:29,3/19/2021 12:30,0,73.250.4.65,100,81,1,3/19/2021 12:30,R_3IRfLwzXAa5A3cx,,,,,39.38600159,-76.54000092,anonymous,EN,5c971acab18d000001e1afd7,2,,,,,,,,,,,"Cereal, milk, juice, banana",2,6,1,1,0,0,2021,7,3,0
3/19/2021 12:29,3/19/2021 12:31,0,75.35.250.14,100,119,1,3/19/2021 12:31,R_z1lC9EwFfihdvX3,,,,,31.45799255,-86.92579651,anonymous,EN,5e596c7962d4f9027fc4b594,2,,,,,,,,,,,"Yogurt, fruit and grapefruit juice.",4,7,5,4,5,5,2021,0,2,0
3/19/2021 12:27,3/19/2021 12:31,0,73.57.157.52,100,241,1,3/19/2021 12:31,R_2BytcMLrR8KpAuI,,,,,25.77380371,-80.35839844,anonymous,EN,5f620b8d168a6509edfce903,2,,,,,,,,,,,Something cheesy with eggs and some sort of meat,3,8,3,1,2,3,2021,10,2,0
3/19/2021 12:27,3/19/2021 12:31,0,70.119.238.148,100,262,1,3/19/2021 12:31,R_emmjjeaMbb6d3RT,,,,,32.9992981,-96.83460236,anonymous,EN,5e2d3e464b8a1a33ef37b241,2,"The US Flag represents me as a free, moral, courageous, and God-fearing citizen of the United States of America.",0,10,0,0,0,1,2021,7,2,,,,,,,,,,,0
3/19/2021 12:29,3/19/2021 12:32,0,24.255.190.57,100,206,1,3/19/2021 12:32,R_2Ua8vjcgPVEo5rs,,,,,37.71679688,-97.50160217,anonymous,EN,604b9e6373c491acd8aec923,2,It stands for the values and morals the USA was built on. It’s stands for freedom. ,3,7,1,2,1,3,2021,1,3,,,,,,,,,,,0
3/19/2021 12:31,3/19/2021 12:33,0,68.36.112.106,100,93,1,3/19/2021 12:33,R_oY0KB02CVQzPdAJ,,,,,42.92849731,-83.6332016,anonymous,EN,5f9ad972c3a1dd24704dd558,2,"It means unity, strength and freedom",0,7,0,0,0,0,2021,6,2,,,,,,,,,,,0
3/19/2021 12:31,3/19/2021 12:33,0,98.29.104.170,100,134,1,3/19/2021 12:33,R_2YMtYOX5M8QVdLF,,,,,39.43469238,-84.6207962,anonymous,EN,56e6a66af6ed900006a5867c,2,,,,,,,,,,,"Scrambled eggs, bacon, and toast.",2,5,1,0,2,3,2021,2,2,0
3/19/2021 12:31,3/19/2021 12:33,0,24.254.24.111,100,115,1,3/19/2021 12:33,R_1GV3s24p76n4Xvu,,,,,37.25570679,-79.98120117,anonymous,EN,60143ec80ad8cc3d7b45cad0,2,,,,,,,,,,,EGGS AND BACCON,6,7,10,4,3,7,2021,10,2,0
3/19/2021 12:30,3/19/2021 12:34,0,132.198.68.114,100,195,1,3/19/2021 12:34,R_2EoUC1c9MWPTcHa,,,,,44.80979919,-73.09179688,anonymous,EN,5fd2defab54f2910f0e15a99,2,It means the land of the free because of the brave (the military),0,8,1,1,1,1,2021,9,3,,,,,,,,,,,0
3/19/2021 12:31,3/19/2021 12:35,0,69.181.5.4,100,215,1,3/19/2021 12:35,R_agxAUhbwGCSvbS9,,,,,37.5625,-122.0003967,anonymous,EN,5fe97c232b78a588e6dc240c,2,"The stripes represent the original 13 Colonies and the stars represent the 50 states of the Union. The colors of the flag are symbolic as well; red symbolizes hardiness and valor, white symbolizes purity and innocence, and blue represents vigilance, perseverance and justice.",3,8,3,2,3,4,2021,4,3,,,,,,,,,,,0
3/19/2021 12:33,3/19/2021 12:35,0,12.205.151.141,100,128,1,3/19/2021 12:35,R_3kgHY4hduwfedIW,,,,,37.77940369,-122.4176025,anonymous,EN,5ff45ff2351a2664aeae4ca9,2,It means everything being a US citizen,1,10,4,3,5,6,2021,7,2,,,,,,,,,,,0
3/19/2021 12:35,3/19/2021 12:36,0,107.77.219.48,100,60,1,3/19/2021 12:36,R_pmC6sIDqZerfQVr,,,,,29.73500061,-95.41179657,anonymous,EN,57dd1a741334540001170404,2,,,,,,,,,,,Coffee with pink stuff and a single beer left over from last night. ,0,8,0,0,0,0,2021,6,2,0
3/19/2021 12:35,3/19/2021 12:37,0,73.162.29.176,100,80,1,3/19/2021 12:37,R_r2ArdakeHsQf8hH,,,,,37.24499512,-121.9541016,anonymous,EN,58c3c835334d5b0001d6374e,2,It means the united states.,0,9,0,0,0,0,2021,4,2,,,,,,,,,,,0
3/19/2021 12:34,3/19/2021 12:37,0,98.201.251.139,100,185,1,3/19/2021 12:37,R_33j99RpETaqp9Y6,,,,,29.72120667,-95.36260223,anonymous,EN,601df50c95c72e2475147169,2,,,,,,,,,,,I don't eat breakfast,0,10,0,0,0,5,2021,10,2,0
3/19/2021 12:37,3/19/2021 12:37,0,207.162.131.17,100,39,1,3/19/2021 12:37,R_3LcobYbdcZ7F6TZ,,,,,36.04960632,-95.88580322,anonymous,EN,5f95d87f5016160f47995dae,2,freedom and liberty,3,8,6,3,3,4,2021,1,3,,,,,,,,,,,0
3/19/2021 12:36,3/19/2021 12:38,0,174.234.2.51,100,103,1,3/19/2021 12:38,R_237ghlOl0URo1MI,,,,,38.95069885,-94.68240356,anonymous,EN,602e85086de00fa3190400d1,2,,,,,,,,,,,"My ideal breakfast would be T-bone steak, two eggs over medium, hash browns and white toast.",0,10,0,0,0,0,2021,10,2,0
3/19/2021 12:37,3/19/2021 12:38,0,98.193.34.90,100,82,1,3/19/2021 12:38,R_UE1Em31uvUCbO7L,,,,,42.03819275,-88.26200104,anonymous,EN,5adbf270066c510001d407a6,2,Nothing.  ,5,7,1,3,0,5,2021,10,2,,,,,,,,,,,0
3/19/2021 12:37,3/19/2021 12:39,0,172.58.83.69,100,94,1,3/19/2021 12:39,R_2Pj5rCBbhwnU52X,,,,,44.96180725,-93.26380157,anonymous,EN,5f6251ff9a324e163eab2b7a,2,,,,,,,,,,,"My ideal breakfast is sweet, rich and filling.",7,10,3,2,2,0,2021,0,2,0
3/19/2021 12:38,3/19/2021 12:39,0,70.23.101.206,100,44,1,3/19/2021 12:39,R_11aNgE3dvqOYUpu,,,,,40.76370239,-73.76950073,anonymous,EN,5c66fcd3ec1fb80001c169cc,2,,,,,,,,,,,Eggs and sausage with milk,0,6,0,0,0,0,2021,5,3,0
3/19/2021 12:37,3/19/2021 12:40,0,107.242.121.5,100,146,1,3/19/2021 12:40,R_0xiJ8Ut35JP6TXH,,,,,34.05439758,-118.2440033,anonymous,EN,601478ee2d7cc94b1f1855ec,2,"Freedom, and the american dream. Pursuit of happiness.",0,9,0,0,0,0,2021,10,2,,,,,,,,,,,0
3/19/2021 12:38,3/19/2021 12:40,0,174.19.98.65,100,116,1,3/19/2021 12:40,R_5ceqGGqgdOpWp1f,,,,,35.40550232,-78.54380035,anonymous,EN,5dd3d6797d45953b9f6c2912,2,A country who is free.,0,10,0,0,0,0,2021,10,2,,,,,,,,,,,0
3/19/2021 12:38,3/19/2021 12:40,0,73.116.232.167,100,68,1,3/19/2021 12:40,R_cRWskDBEaUnqPmN,,,,,37.95930481,-121.2619019,anonymous,EN,5afdde7e59ae1e00017e6737,2,,,,,,,,,,,sausage with pancakes,4,5,7,5,6,3,2021,0,2,0
3/19/2021 12:37,3/19/2021 12:40,0,68.237.36.122,100,158,1,3/19/2021 12:40,R_ZruzAIofgx9qWuB,,,,,40.72439575,-73.64839935,anonymous,EN,602a01c44980dd9a600e58f2,2,,,,,,,,,,,Bread and tea,7,6,7,8,6,7,2021,8,3,0
3/19/2021 12:40,3/19/2021 12:41,0,199.181.22.0,100,53,1,3/19/2021 12:41,R_cVgUL2U8SSJ63gB,,,,,33.23800659,-97.11340332,anonymous,EN,5f90e2ba0e7eef1fdbf5b17b,2,It means freedom,4,7,6,2,6,7,2021,9,2,,,,,,,,,,,0
3/19/2021 12:38,3/19/2021 12:41,0,173.27.194.64,100,149,1,3/19/2021 12:41,R_aV35WEEZ5es5QFr,,,,,41.71359253,-93.62210083,anonymous,EN,5d457567beeecd0019d01055,2,,,,,,,,,,,biscuits and gravy,0,10,0,0,0,0,2021,5,3,0
3/19/2021 12:39,3/19/2021 12:41,0,174.223.10.111,100,125,1,3/19/2021 12:41,R_331ojo2qzlOOwTA,,,,,32.51089478,-84.97940063,anonymous,EN,5e88288b0a0d8f4ad029f6e3,2,,,,,,,,,,,My ideal breakfast is sausage and eggs with biscuits.,1,9,1,0,0,2,2021,6,2,0
3/19/2021 12:39,3/19/2021 12:42,0,50.26.129.27,100,154,1,3/19/2021 12:42,R_1hEUJkJs6H64tck,,,,,35.27029419,-101.9430008,anonymous,EN,5e7e2df818ff3207c8846b93,2,It stands for the American dream,0,9,0,0,0,0,2021,9,2,,,,,,,,,,,0
3/19/2021 12:40,3/19/2021 12:42,0,72.168.145.13,100,115,1,3/19/2021 12:42,R_BPUqeU8uCp2Mpt7,,,,,37.75100708,-97.8219986,anonymous,EN,60500f57db4b807f6dda8f59,2,,,,,,,,,,,"Sausage, eggs, grits, toast.",2,8,3,2,2,3,2021,3,2,0
3/19/2021 12:41,3/19/2021 12:43,0,107.77.241.9,100,112,1,3/19/2021 12:43,R_3EEjmGSK1qtsInG,,,,,38.25390625,-85.76000214,anonymous,EN,5a563c8e76d1c60001aae8df,2,Freedom and great service from our veterans.,3,10,3,5,4,6,2021,6,3,,,,,,,,,,,0
3/19/2021 12:42,3/19/2021 12:43,0,12.198.35.218,100,76,1,3/19/2021 12:43,R_2q3KOHBvqgCMWEm,,,,,35.79699707,-78.68650055,anonymous,EN,5fee10bfcb76970dffb57296,2,A symbol of freedom and independence,7,3,2,1,3,5,2021,0,3,,,,,,,,,,,0
3/19/2021 12:42,3/19/2021 12:44,0,66.41.40.149,100,143,1,3/19/2021 12:44,R_2w4aGAn9Uqwyvrd,,,,,44.99980164,-93.39299774,anonymous,EN,5f67d10d21cd59124511d30a,2,,,,,,,,,,,scrambled eggs sausage  bagel ,0,10,0,0,0,1,2021,0,3,0
3/19/2021 12:42,3/19/2021 12:45,0,71.162.3.202,100,133,1,3/19/2021 12:45,R_4ZUsurwH2tQuQ81,,,,,40.56719971,-79.97080231,anonymous,EN,5f230cc23434b90675d5393e,2,,,,,,,,,,,"Two eggs over easy, bacon, toast.",2,8,2,1,2,3,2021,5,3,0
3/19/2021 12:42,3/19/2021 12:45,0,72.193.9.176,100,144,1,3/19/2021 12:45,R_QnzYwopkAhy1YiJ,,,,,36.01130676,-115.2037964,anonymous,EN,5bf0c68c5fc1db0001306ab0,2,"Represents respect for our country, the good and bad.",0,8,0,0,0,2,2021,6,2,,,,,,,,,,,0
3/19/2021 12:45,3/19/2021 12:46,0,66.66.146.234,100,69,1,3/19/2021 12:46,R_wMKgMboajXdTNpD,,,,,43.22070313,-77.59919739,anonymous,EN,5b29b956007d870001c82114,2,It is a symbol of our country and represents is,3,5,4,2,4,5,2021,4,2,,,,,,,,,,,0
3/19/2021 12:43,3/19/2021 12:46,0,96.243.22.170,100,142,1,3/19/2021 12:46,R_rrHjy3IDbY64op3,,,,,42.96850586,-78.74919891,anonymous,EN,5d730a3cf37bfe0001ff031a,2,Its a symbol of freedom and democracy.,0,8,0,0,0,3,2021,7,2,,,,,,,,,,,0
3/19/2021 12:45,3/19/2021 12:46,0,70.92.102.16,100,86,1,3/19/2021 12:46,R_ufZ4GbvrJTl95mx,,,,,37.82499695,-87.56549835,anonymous,EN,5fd8e27b6feb8e0d22eb3bd0,2,,,,,,,,,,,"Sausage, Eggs and O'Brien Hashbrowns",0,10,0,0,0,0,2021,8,2,0
3/19/2021 12:43,3/19/2021 12:46,0,73.2.25.67,100,192,1,3/19/2021 12:46,R_eJT58EVXL2czQNr,,,,,38.30859375,-120.2680054,anonymous,EN,591f9101acfd340001376293,2,,,,,,,,,,,Steak and eggs,1,8,2,0,0,6,2021,6,2,0
3/19/2021 12:43,3/19/2021 12:47,0,70.106.240.213,100,239,1,3/19/2021 12:47,R_27ppytymeEOS4P2,,,,,39.01800537,-77.53900146,anonymous,EN,5f5bc7666f1f71371bd9310e,2,,,,,,,,,,,Eag and bread,6,8,5,6,7,5,2021,6,2,0
3/19/2021 12:46,3/19/2021 12:47,0,73.136.155.223,100,81,1,3/19/2021 12:47,R_ZsCrVVnXrG3si7D,,,,,29.6730957,-95.58560181,anonymous,EN,5d615f7632cfbd001b1b6dcb,2,,,,,,,,,,,bacon and eggs,0,9,0,0,0,1,2021,7,2,0
3/19/2021 12:44,3/19/2021 12:47,0,45.52.240.135,100,186,1,3/19/2021 12:47,R_3MrtTsJrHplVIkb,,,,,42.79849243,-96.16629791,anonymous,EN,5be76e0505e5cd00017a1f8e,2,It really doesn't mean much to me.,2,8,1,1,2,5,2021,5,2,,,,,,,,,,,0
3/19/2021 12:47,3/19/2021 12:50,0,108.83.134.47,100,169,1,3/19/2021 12:50,R_e8Vt6OFBVC6Q72p,,,,,38.03889465,-122.5870972,anonymous,EN,5f949c635f7ebd2ec6327727,2,,,,,,,,,,,I love cereals for breakfast,5,8,5,6,7,5,2021,2,3,0
3/19/2021 12:47,3/19/2021 12:50,0,71.182.229.212,100,219,1,3/19/2021 12:50,R_2xVGJ4VEwXmQtoj,,,,,40.56719971,-79.97080231,anonymous,EN,5e6813181f62c8000dd82fc7,2,"Symbol of the United States freedom, and all those who sacrificed to give it to us. ",5,4,4,3,5,4,2021,5,3,,,,,,,,,,,0
3/19/2021 12:50,3/19/2021 12:51,0,69.114.205.48,100,53,1,3/19/2021 12:51,R_2ru9Jxm3h3XtHMX,,,,,40.28250122,-74.3423996,anonymous,EN,5c50c73cecd461000198fea1,2,,,,,,,,,,,"It would be nice, lots of eggs, bacon and sausage",3,4,0,2,4,5,2021,8,2,0
3/19/2021 12:50,3/19/2021 12:51,0,73.171.163.134,100,66,1,3/19/2021 12:51,R_1Lp8FHAtNVWTEOw,,,,,30.24409485,-81.6155014,anonymous,EN,5f7bf4d9731b7a1f4cb9c826,2,,,,,,,,,,,"bacon and eggs, over medium, lots of pepper with toast on the side",2,6,0,1,3,3,2021,6,2,0
3/19/2021 12:50,3/19/2021 12:51,0,107.77.235.77,100,91,1,3/19/2021 12:51,R_2QPwkqMCnNjuMj9,,,,,33.80189514,-84.38610077,anonymous,EN,5c5f95cf4fff5700017ecc6b,2,,,,,,,,,,,Oatmeal and fruit,0,9,0,0,0,0,2021,0,2,0
3/19/2021 12:46,3/19/2021 12:51,0,66.232.50.253,100,311,1,3/19/2021 12:51,R_26fiVO2UlybRiMG,,,,,36.41619873,-83.01080322,anonymous,EN,5c211b9c10677f0001da761e,2,,,,,,,,,,,"Probably a veggie wrap with egg, and a tomato from the garden.",0,10,0,0,0,1,2021,2,3,0
3/19/2021 12:50,3/19/2021 12:51,0,99.40.165.92,100,118,1,3/19/2021 12:52,R_3O1xEgKPSDpm5Dw,,,,,28.90249634,-81.2480011,anonymous,EN,5fc2a0d49893540008bd113f,2,The American flag means freedom and it stands for all the soldiers that died for our freedom.,0,9,0,0,0,0,2021,4,3,,,,,,,,,,,0
3/19/2021 12:50,3/19/2021 12:52,0,66.190.98.245,100,125,1,3/19/2021 12:52,R_2yduhHGWbmKheeu,,,,,32.78219604,-97.49690247,anonymous,EN,5848df62463f66000193575b,2,,,,,,,,,,,"Hot Coffee with milk, Eggs Benedict, mimosa",7,9,8,2,4,8,2021,8,3,0
3/19/2021 12:50,3/19/2021 12:52,0,174.195.12.133,100,113,1,3/19/2021 12:52,R_3R8X7ngscTiWbAF,,,,,36.21299744,-86.30110168,anonymous,EN,600c167e28de48080e812884,2,It is the representative symbol of our country,0,8,0,0,0,0,2021,10,2,,,,,,,,,,,0
3/19/2021 12:51,3/19/2021 12:52,0,73.136.227.82,100,93,1,3/19/2021 12:52,R_2wRiywHBPwxko5u,,,,,29.51829529,-95.09770203,anonymous,EN,600e476a9135116df8017979,2,Freedom and states,6,10,2,6,3,10,2021,10,2,,,,,,,,,,,0
3/19/2021 12:51,3/19/2021 12:53,0,73.94.204.206,100,118,1,3/19/2021 12:53,R_1mJIIV8QcDnLczu,,,,,44.95480347,-93.15509796,anonymous,EN,5dac7604cab234001570fe9e,2,,,,,,,,,,,"Cereal, milk and bananas",2,10,0,2,3,3,2021,5,3,0
3/19/2021 12:52,3/19/2021 12:53,0,69.226.233.40,100,98,1,3/19/2021 12:53,R_1QGaygIfN5IP7mg,,,,,36.54769897,-88.87229919,anonymous,EN,5fc43976862e3e7756f5d661,2,,,,,,,,,,,bacon eggs biscuits and gravy,2,9,4,2,3,3,2021,2,3,0
3/19/2021 12:51,3/19/2021 12:53,0,71.229.23.197,100,117,1,3/19/2021 12:53,R_TnMuz0hV40sa2D7,,,,,30.31390381,-85.91000366,anonymous,EN,5f7b8d1186b828165dae8e5f,2,Valor Honor Sacrifice ,3,8,7,2,2,5,2021,5,3,,,,,,,,,,,0
3/19/2021 12:38,3/19/2021 12:54,0,75.149.73.169,100,918,1,3/19/2021 12:54,R_231coJE6Cy9yTEx,,,,,39.76809692,-89.85500336,anonymous,EN,5fe508e86079e12a8a3b2427,2,It represents the unity of our nation and our national character.,2,9,0,0,2,5,2021,9,2,,,,,,,,,,,0
3/19/2021 12:52,3/19/2021 12:54,0,172.58.35.77,100,127,1,3/19/2021 12:54,R_1prmA5fQhbFB45g,,,,,38.47990417,-121.4450989,anonymous,EN,5c796f4b4855980016a15557,2,Identity and liberty ,2,5,0,2,2,1,2021,8,2,,,,,,,,,,,0
3/19/2021 12:52,3/19/2021 12:54,0,73.92.107.88,100,138,1,3/19/2021 12:54,R_2qCaaT4y8phh5xs,,,,,37.84869385,-122.2209015,anonymous,EN,60436c6ab5547f307858d4f7,2,,,,,,,,,,,Coffee,7,6,6,6,7,6,2021,5,3,0
3/19/2021 12:53,3/19/2021 12:54,0,24.25.130.248,100,65,1,3/19/2021 12:55,R_2tz1sYjcM6ECHqm,,,,,43.14370728,-75.58200073,anonymous,EN,5d344bd3b0f315001a122275,2,,,,,,,,,,,toast,6,8,5,4,5,5,2021,8,2,0
3/19/2021 12:53,3/19/2021 12:55,0,71.56.197.57,100,104,1,3/19/2021 12:55,R_24daoXlpQEMNO3s,,,,,39.688797,-105.1559982,anonymous,EN,60197dd14bb8ca09a27e5c3b,2,"Freedom, liberty, respect for the military, and the American dream, ",1,8,1,1,0,0,2021,5,3,,,,,,,,,,,0
3/19/2021 12:52,3/19/2021 12:55,0,69.14.64.117,100,138,1,3/19/2021 12:55,R_3lRXEFOxUwGzQaV,,,,,42.37550354,-83.28829956,anonymous,EN,5fe2982ce9df3d693d46191e,2,,,,,,,,,,,"A full Irish breakfast - in Ireland, of course. Breads, cereals, yogurt, fruit - followed by eggs, breakfast meats, and potatoes. Yum!,",3,4,4,4,5,7,2021,6,3,0
3/19/2021 12:49,3/19/2021 12:55,0,47.152.30.243,100,374,1,3/19/2021 12:55,R_1rIFKK0T5DR9oxm,,,,,36.70710754,-119.1813965,anonymous,EN,602baa486b798321f5362411,2,purity and innocence,8,8,8,7,8,8,2021,7,1,,,,,,,,,,,0
3/19/2021 12:51,3/19/2021 12:55,0,100.4.182.78,100,276,1,3/19/2021 12:55,R_2f3gCgbtGwTyizh,,,,,42.72270203,-73.81780243,anonymous,EN,5f990c33982e4223a1ad4f30,2,Stars represents the 50 states and the stripes represent the 13 colonies.,2,9,3,2,7,6,2021,4,2,,,,,,,,,,,0
3/19/2021 12:50,3/19/2021 12:56,0,73.102.248.153,100,359,1,3/19/2021 12:56,R_29m62jfMo9sOtGw,,,,,40.39900208,-86.85749817,anonymous,EN,5e164449f46b13000baa397d,2,It's a symbol of the union of the states. It's a symbol that takes on meaning depending on an individual's perception of the US. To me it simultaneously symbolizes the failed imperialistic actions of the United States and the idea (realized or not depending on the situation) of a government that only exists to protect the rights of citizens.,2,3,1,1,0,2,2021,7,2,,,,,,,,,,,0
3/19/2021 12:55,3/19/2021 12:56,0,173.92.14.132,100,67,1,3/19/2021 12:56,R_QbkTG4DSCwY3EDT,,,,,35.13619995,-80.76730347,anonymous,EN,5c52a5711215a60001c3e762,2,,,,,,,,,,,"Eggs, bacon and hash browns with ketchup",8,7,9,8,9,10,2021,1,3,0
3/19/2021 12:56,3/19/2021 12:57,0,40.131.162.56,100,74,1,3/19/2021 12:57,R_dm50otrElTamXC1,,,,,40.85139465,-96.71389771,anonymous,EN,5c47758c2381060001bf5b19,2,The flag represents the country,6,6,4,6,7,3,2021,2,2,,,,,,,,,,,0
3/19/2021 12:55,3/19/2021 12:58,0,96.28.214.181,100,140,1,3/19/2021 12:58,R_1nYLT5ovnLbVhs0,,,,,38.05380249,-83.93859863,anonymous,EN,5dce29700ad506063969a4a5,2,It represents my country and my freedoms.  ,4,9,2,3,1,3,2021,6,3,,,,,,,,,,,0
3/19/2021 12:56,3/19/2021 12:58,0,72.81.245.191,100,93,1,3/19/2021 12:58,R_3hc33dnN4Lyf3Wd,,,,,38.98939514,-76.54940033,anonymous,EN,5c0f1cf4f3027300014b606f,2,,,,,,,,,,,"Tasty, filling",3,4,4,4,5,4,2021,5,3,0
3/19/2021 12:57,3/19/2021 12:58,0,75.105.212.235,100,81,1,3/19/2021 12:58,R_2rITyztFu2GQJg0,,,,,37.75100708,-97.8219986,anonymous,EN,5dab320180cabf00168279d7,2,,,,,,,,,,,A bowl of cereal,0,8,0,0,0,0,2021,8,2,0
3/19/2021 12:55,3/19/2021 12:58,0,97.101.84.141,100,206,1,3/19/2021 12:58,R_UFpZBELXJMs0Aut,,,,,29.55540466,-81.22070313,anonymous,EN,6004d931c4ea7f3205445823,2,"I am a USAF Veteran, and fortunately born American. Our flag represents our country and our history both good and bad!",0,8,0,0,0,0,2021,0,3,,,,,,,,,,,0
3/19/2021 12:55,3/19/2021 12:58,0,72.189.139.13,100,220,1,3/19/2021 12:58,R_2BrfjdvpOPXlRM6,,,,,28.52740479,-81.60119629,anonymous,EN,5e89fdffad009e010e958ee7,2,Our global symbol so other countries know who we are.,0,9,0,0,0,3,2021,9,2,,,,,,,,,,,0
3/19/2021 12:57,3/19/2021 12:58,0,71.250.210.251,100,69,1,3/19/2021 12:58,R_2Pd8FQbehsF7X3q,,,,,40.61289978,-74.41600037,anonymous,EN,5ca24b9ceb041e00152164f0,2,It's the ultimate symbol of our country and should be respected.,5,8,6,5,5,4,2021,0,3,,,,,,,,,,,0
3/19/2021 12:58,3/19/2021 12:59,0,99.39.127.131,100,60,1,3/19/2021 12:59,R_3r27afmqTS9Nh1R,,,,,33.1493988,-96.82800293,anonymous,EN,5fce819f27e5990c9a9beea7,2,"loyalty, patriotism",2,8,3,2,3,3,2021,7,3,,,,,,,,,,,0
3/19/2021 12:55,3/19/2021 12:59,0,208.107.131.168,100,214,1,3/19/2021 12:59,R_3lxZDu2ow8mzUuG,,,,,47.89770508,-97.03939819,anonymous,EN,5ec866acd314a03483aa2634,2,,,,,,,,,,,"Two eggs, ham & hashbrowns",1,9,0,1,0,2,2021,9,2,0
3/19/2021 12:56,3/19/2021 13:00,0,174.255.0.6,100,210,1,3/19/2021 13:00,R_300JKIEdGFJbK6P,,,,,29.93589783,-95.40139771,anonymous,EN,5bca8e280f10750001d76774,2,It means freedom and sacrifice,5,8,7,5,5,6,2021,7,2,,,,,,,,,,,0
3/19/2021 12:58,3/19/2021 13:00,0,12.125.177.58,100,101,1,3/19/2021 13:00,R_3n2vffXBgmkgGpm,,,,,30.51780701,-92.08779907,anonymous,EN,600e0095145338647568af91,2,,,,,,,,,,,"bacon, eggs, cheese, hash browns and milk.  Lots of bacon!",1,7,4,1,2,3,2021,6,2,0
3/19/2021 12:59,3/19/2021 13:01,0,66.90.191.31,100,94,1,3/19/2021 13:01,R_2cchi4yZZyfYvph,,,,,29.873703,-97.93609619,anonymous,EN,5c8be0dd542fbd0016924f5f,2,It is a symbol of freedom and the price that was paid to give me that freedom. ,0,9,0,0,0,0,2021,7,2,,,,,,,,,,,0
3/19/2021 12:29,3/19/2021 13:01,0,107.77.232.136,100,1911,1,3/19/2021 13:01,R_3ErLplrFnzqjTYo,,,,,33.89230347,-84.25450134,anonymous,EN,5f5a46b93ce5860c5d82693d,2,,,,,,,,,,,"Pancakes with strawberry’s, cheese eggs, and hash browns.",0,8,0,0,1,1,2021,8,2,0
3/19/2021 12:59,3/19/2021 13:01,0,108.72.44.235,100,106,1,3/19/2021 13:01,R_2DSlW935p3FMpxn,,,,,34.04139709,-84.50530243,anonymous,EN,6038f5384e3f32329c75d9ea,2,,,,,,,,,,,Twi egg over medium with buttered wheat toast,0,2,3,0,5,5,2021,3,3,0
